Company,Founded,City,Domain,Description,Founders,Investors,Amount,Stage
Metasky,2021,Bengaluru,Information Technology,"['Metasky', 'Web3', 'platform', 'enable', 'billion']","Ankit Arora, Prakhar Sharma","Sequoia Capital India, Woodstock Fund",2000000,Pre-seed
Method & Madness,2020,Mumbai,Real Estate,"['Method', 'Madness', 'Technology', 'operates', 'real']",Aditya Jhaveri,Justin Mateen,2000000,Seed
MFine,2017,Bengaluru,Healthcare,"['Mfine', 'health', 'tech', 'startup', 'offers']","Ajit Narayanan, Ashutosh Lawania, Prasad Kompalli","Blockchain Capital, SBI Ven Capital",16000000,Undisclosed
MFine,2017,Bengaluru,Healthcare,"['MFine', 'aims', 'access', 'trusted', 'healthcare']","Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",48000000,Series C
MicroGo,2016,Chennai,Biotechnology,"['MicroGO', 'R&D', 'based', 'manufacturing', 'company']",Rachna Dave,Angel investors,6000000,Seed
Miko,2015,Mumbai,Consumer Electronics,"['robotics', 'Miko', 'advanced', 'startup', 'founded']","Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000,Undisclosed
Miko,2015,Mumbai,Robotics,"['robotics', 'Miko', 'advanced', 'startup', 'focusing']","Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital",6000000,Undisclosed
Mindhouse,2019,Gurugram,Healthcare,"['Mindhouse', 'Yoga', 'Nutrition', 'driven', 'personalized']","Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",6000000,Seed
Mindler,2015,New Delhi,EdTech,"['career', 'counseling', 'Mindler', 'company', 'provides']",Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000,Pre-series A
MindTickle,2011,San Francisco,Software,"['MindTickle', 'software', 'company', 'offers', 'sales']","Deepak Diwakar, Krishna Depura",Multiples,281000000,Undisclosed
Minimalist,2020,Jaipur,Beauty,"['Affordable', 'skincare']","Mohit, Rahul Yadav",Sequoia Capital,10000000,Series A
MinIO,2014,Bengaluru,Computer Software,"['MinIO', 'pioneered', 'creation', 'high', 'performance']","Anand Babu Periasamy, Harshavardhana, Garima Kapoor","SoftBank Vision Fund 2, Dell Capital, General Catalyst",100000000,Series B
MobiKwik,2009,Gurugram,FinTech,"['MobiKwik', 'India', 'leading', 'fintech', 'platform']","Bipin Singh, Chandan Joshi, Upasana Taku",Abu Dhabi Investment Authority and Dosch,1655,Series G
Mobileware Technologies,2008,Mumbai,Information Technology,"['mobile', 'applications', 'development', 'platform', 'technologies']","Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,4700000,Undisclosed
MoEngage,2014,Bengaluru,Software,"['customer', 'Insights', 'led', 'engagement', 'platform']","Raviteja Dodda, Yashwanth Kumar",Steadview Capital,30000000,Series D
MoEngage,2014,San Francisco,Information Technology,"['MoEngage', 'internet', 'company', 'features', 'cloud']","Raviteja Dodda, Yashwanth Kumar","Eight Roads Ventures, Matrix Partners Ind",133000000,Undisclosed
MoEVing,2021,Gurugram,Electric Vehicle,"['EV', 'MoEVing', 'technology', 'driven', 'firm']","Mragank Jain, Vikash Mishra",Stride Ventures and TradeCred,1000000,Seed
MoEVing,2021,Gurugram,Automotive,"['MoEVing', 'EV', 'startup', 'builds', 'e']","Mragank Jain, Vikash Mishra",JSW Ventures and Stride Ventures,12400000,Seed
Moglix,2015,Noida,Software,"['B2B', 'Asia', 'based', 'commerce', 'company']",Rahul Garg,"Tiger Global, Alpha Wave Global",250000000,Series F
Mohalla Tech,2015,Bengaluru,Social media,"['Mohalla', 'Tech', 'Pvt', 'Ltd.', 'computer']","Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,266000000,Series G
Mojocare,2020,Bengaluru,Healthcare,"['Mojocare', 'digital', 'judgement', 'free', 'wellness']",Ashwin Swaminathan,B Capital Group and Surge,1800000,Series A
Mokobara,2019,Bengaluru,E-Commerce,"['Mokobara', 'luggage', 'brand', 'offers', 'luggages']","Navin Parwal, Sangeet Agrawal",Ashish Goel and Alteria Capital,6800000,SeriesaA
Molbio,2000,Goa,Healthcare,"['Molbio', 'Diagnostics', 'molecular', 'diagnostics', 'manufacturer']","Chandrasekhar Nair, Sriram Natarajan",Temasek Holdings and Motilal Oswal Private Equity,117500000,Undisclosed
Money Boxx,1994,Mumbai,FinTech,"['Moneyboxx', 'Finance', 'provides', 'easy', 'access']","Deepak Aggarwal, Mayur Modi",UC Inclusive Credit and Hinduja Leyland Finance,701800000,Undisclosed
Money Plannned,2020,Bengaluru,FinTech,"['financial', 'MoneyPlanned', 'automated', 'planning', 'app']","Nikhila Sastry, Sameer Shashank",. Sameer Khan and Joseph R. Saviano,6233000,Seed
Money View,2014,Bengaluru,FinTech,"['credit', 'personal', 'Money', 'View', 'leading']",Puneet Agarwal,"Tiger Global, Winter Capital, Evolvence India, Accel",75000000,Series D
Moneyboxx,1994,Mumbai,FinTech,"['Moneyboxx', 'Finance', 'provides', 'easy', 'access']",Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",3000000,Debt
Monrow,2016,Bengaluru,Retail,"['Monrow', 'Shoes', 'makes', 'women', 'shoe']",Veena Ashiya,Playbook Fund and LetsVenture,100000,Undisclosed
MoooFarm,2019,Gurugram,Information Technology,"['Building', 'connected', 'commerce', 'lift', 'India']","Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Accel India, Navus Ventures",2400000,Seed
MoooFarm,2018,Gurugram,Information Technology,"['technology', 'MoooFarm', 'information', 'company', 'bridges']","Aashna Singh, Param Singh",Accel and Aditya Birla Ventures,16600000,SeriesA
Mosaic Wellness,2019,Mumbai,Healthcare,"['platform', 'digital', 'health', 'clinics', 'men']",Dhyanesh Shah,Sequoia,24000000,Series A
Motovolt Mobility,2018,Kolkata,Electric Vehicle,"['Motovolt', 'Mobility', 'providing', 'smart', 'sustainable']",Tushar Choudhary,Vikrampati Singhania and Wami Capita,16000000,Seed
MPL,2018,Bengaluru,Gaming,"['Mobile', 'Premier', 'League', 'skill', 'based']","Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",95000000,Undisclosed
MPL,2018,Bengaluru,Gaming,"['Mobile', 'Premier', 'League', 'skill', 'based']","Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000,Undisclosed
MPL,2018,Bengaluru,Gaming,"['India', 'Mobile', 'Premier', 'League', 'MPL']","Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,150000000,Series E
MSMEx,2019,Andheri,EdTech,"['Business', 'MSMEx', 'connects', 'micro', 'small']","Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",1000000,Pre-series A
Multipl,2020,Bengaluru,FinTech,"['Multipl', 'financial', 'application', 'platform', 'helps']","Padmanabhan Raghavan, Vikas Subhodh Jain, Jagannathan Raghavan",growX ventures and IIFL Finance,300000,Seed
Murf AI,2020,Utah,Artificial Intelligence,"['AI', 'Murf', 'synthetic', 'speech', 'technology']","Ankur Edkie, Divyanshu Pandey, Sneha Roy",Ajay Arora and Yamini Bhat,11500000,Series A
Murf.ai,2020,Bengaluru,Software,"['voice', 'Murf', 'AI', 'working', 'simplifying']","Sneha Roy, Ankur Edkie, Divyanshu Pandey",Elevation Capital,1500000,Seed
Muvin,2020,Bengaluru,FinTech,"['Muvin', 'aims', 'enable', 'youth', 'accustomed']","Vineet Gupta, Mukund Rao",WaterBridge Ventures,3000000,Pre-series A
MYBYK,2014,Ahmedabad,Rental,"['MYBYK', 'app', 'provides', 'premium', 'bicycle']",Arjit Soni,Avon Cycles,1000000,Pre-series A
MYBYK,2014,Ahmadabad,Rental,"['MYBYK', 'app', 'provides', 'premium', 'bicycle']",Arjit Soni,Avon Cycles,1000000,Pre-series A
MyCaptain,2013,Bengaluru,EdTech,"['MyCaptain', 'ed', 'tech', 'startup', 'enables']","Mohammed Zeeshan, Sameer Ramesh, Ruhan Naqash",Ankur Capital,3000000,Pre-series A
MyDentalPlan,2014,Bengaluru,Healthcare,"['Dental', 'Plan', 'provides', 'dental', 'care']","Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,700000,Seed
Myelin Foundry,2019,Bengaluru,Artificial Intelligence,"['Myelin', 'Foundry', 'deep', 'tech', 'product']","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,1000000,Pre-series A
MYFITNESS,2019,Silvassa,Fitness,"['good', 'new', 'age', 'D2C', 'health']","Mohammad Patel, Rahil Virani",9Unicorns,1000000,Seed
MyGlamm,2015,Mumbai,Beauty,"['MyGlamm', 'direct', 'consumer', 'brand', 'award']",Darpan Sanghvi,Bessemer Venture Partners,20000000,Series C
MyGlamm,2015,Mumbai,D2C,"['MyGlamm', 'Indias', 'fastest', 'growing', 'direct']","Darpan Sanghvi, Priyanka Gill",Accel Partners,40000000,Undisclosed
MyMobiForce,2018,Noida,Internet,"['Crowdsourcing', 'platform', 'imparting', 'best', 'class']","Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,1400000,Pre-series A
Mynvax,2017,Bengaluru,Biotechnology,"['vaccine', 'Mynvax', 'pre', 'clinical', 'stage']","Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",4000000,Series A
Myraah,2016,Pune,Artificial Intelligence,"['Myraah', 'uses', 'AI', 'help', 'SMEs']","Gaurav Kumar, Kumar Saurav",Arun Balakrishnan and Xcelerator Venture Partners,350000,Preseed
MYSUN,2016,New Delhi,Environment,"['India', 'Largest', 'Online', 'Rooftop', 'Solar']",Gagan Vermani,TATA Cleantech Capital,2000000,Undisclosed
MyySports,2020,New Delhi,Software,"['Gamifying', 'Phygital', 'Experience', 'Sports']","Kinshuk Sunil, Mathew Cyriac, Saurav Banerjee, Yogesh Aggrwal",MyHashstash,2000000,Preseed
Naagin,2019,Mumbai,Food & Beverages,"['Naagin', 'Sauce', 'food', 'production', 'company']","Arjun Rastogi, Kshitij Neelakantan, Mikhel Rajani",8i Ventures and Abhishek Bachchan,7500000,Seed
Nalanda Learning,2011,Kolkata,EdTech,"['India', '1st', 'Online', 'Preschool', 'Blended']",Tamal Mukherjee,Aavishkaar Capital,5000000,Undisclosed
Nap Chief,2019,Mumbai,Apparel & Fashion,"['India', 'favourite', 'Kid', 'wear', 'Family']",Raghav Gupta,Titan Capital,200000,Seed
Nautilus Mobile,2014,Pune,Gaming,"['Nautilus', 'Mobile', 'independent', 'mobile', 'gaming']",Rajan Navani,KRAFTON,5400000,Undisclosed
Navia Life Care,2016,New Delhi,Healthcare,"['Navia', 'Life', 'Care', 'health', 'technlogy']","Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",1000000,Undisclosed
Nazara Technologies,2000,Mumbai,Gaming,"['Nazara', 'Technologies', 'develops', 'mobile', 'content']",Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment",10000000,Undisclosed
Nazara Technologies,2000,Mumbai,Gaming,"['Nazara', 'Technologies', 'develops', 'mobile', 'content']",Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",30000000,Undisclosed
nCORE Games,2018,Bengaluru,Gaming,"['India', 'leading', 'mobile', 'game', 'publishers']","Ganesh Hande, Arindam Mitra, Vishal Gondal","Amitabh Singhal, Sandeep Nailwal",10000000,Series A
Neeman,2017,Hyderabad,Consumer Goods,"['India', 'Startup', 'use', 'world', 'revolutionary']",Taran Chhabra,Sixth Sense Ventures,2000000,Series A
Neobank Jupiter,2019,Mumbai,Banking,"['banking', 'Jupiter', 'digital', 'app', 'simple']",Jitendra Gupta,"Tiger Global, Sequoia Capital",86000000,Series C
NeoDove,2020,Jaipur,Artificial Intelligence,"['end', 'Neodove', 'AI', 'powered', 'tech']",Aprit Khandelwal,India Quotient,15000000,Seed
Neokred,2019,Bengaluru,FinTech,"['Democratizing', 'Open', 'Banking']","Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal",500000,Seed
NephroPlus,2009,Hyderabad,Healthcare,"['India', 'vision', 'passion', 'redefining', 'healthcare']",Vikram Vuppala,IIFL Asset Management,24000000,Series E
Neso Brands,2022,Singapore,Eyewear,"['brands', 'Neso', 'Brands', 'global', 'house']",Bjorn Bergstrom,Kohlberg Kravis Roberts Japan and Alpha Wave Global,10000000,Undisclosed
Nestasia,2018,Kolkata,Retail,"['Artisanal', 'Handmade', 'bio', 'conscious', 'crafts']","Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua",4000000,Series A
Nestroots,2016,Gurugram,Fashion,"['Box', 'Ottoman', 'Stool', 'Brass', 'Kitchen']",Chhavi Singh,We Founder Circle,100000,Seed
NeuroPixel.AI,2020,Bengaluru,DeepTech,"['AI', 'NeuroPixel', 'Labs', 'deep', 'tech']","Amritendu Mukherjee, Arvind Venugopal Nair","Arvind Venugopal Nair, Amritendu Mukherjee",800000,Seed
Neverinstall,2019,Bengaluru,Information Technology,"['cloud', 'platform', 'bring', 'GUI', 'application']","Lakshmana Pasala, Ram Pasala",Speciale Invest,370000,Seed
NewLink Group,2016,Beijing,Technology,"['energy', 'Developer', 'management', 'transportation', 'digital']","Yang Wang, Zhen Dai",Bain Capital,200000000,Undisclosed
NewsReach,2018,Ahmedabad,Media and Entertainment,"['NewsReach', 'Mumbai', 'based', 'company', 'wants']","Soniya Kundnani, Darshan Shah",JITO Angel Network,300000,Seed
Newton School,2019,Bengaluru,EdTech,"['Newton', 'School', 'platform', 'learn', 'develop']","Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000,Series A
Newtrace,2021,Bengaluru,CleanTech,"['Newtrace', 'builds', 'electrolyzers', 'produce', 'environmentally']",Prasanta Sarkar,Micelio Fund and Speciale Invest,7700000,Pre-seed
Nexprt,2020,New Delhi,Consulting,"['end', 'Nexprt', 'Solutions', 'offers', '100']",Harsha Vardhan K,Titan Capital,2000000,Undisclosed
NFTically,2021,Gurugram,NFT,"['NFT', 'NFTically', 'global', 'B2B', 'SaaS']",Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",1000000,Seed
NimbleBox.ai,2018,Chennai,Artificial Intelligence,"['cloud', 'stack', 'MLOps', 'platform', 'built']","Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,1000000,Seed
Ninety One,2015,Ahmedabad,Consumer Goods,"['Ninety', 'makes', 'cycles', 'company', 'claims']","Sachin Chopra, Vishal Chopra",A91 Partners,30000000,Series A
Niro,2021,Bengaluru,FinTech,"['Embedding', 'personal', 'credit', 'products', 'leading']","Aditya Kumar, Sankalp Mathur",Elevar Equity,3500000,Seed
NirogStreet,2018,New Delhi,Healthcare,"['Nirogstreet', 'concept', 'working', 'Ayurveda', 'treatment']",Ram N Kumar,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000,Series A
NirogStreet,2006,New Delhi,Healthcare,"['NirogStreet', 'B2B', 'tech', 'enabled', 'doctor']","Ram N Kumar, Robin Jha",Spiral Ventures and ICMG Partners,21700000,SeriesB
Nivesh,2016,Noida,FinTech,"['Nivesh.com', 'mass', 'market', 'mutual', 'funds']","Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",1600000,Pre-series A
Nobel Hygiene,1999,Mumbai,Healthcare,"['Nobel', 'Hygiene', 'leading', 'disposable', 'hygiene']",Johari Kamal,Quadria Capital,60000000,Undisclosed
NoBroker,2013,Bengaluru,Housing ,"['NoBroker', 'real', 'estate', 'platform', 'makes']","Akhil Gupta, Amit Agarwal,",Multiples,426000000,Undisclosed
NoBroker,2014,Bengaluru,Real Estate,"['NoBroker', 'disruptive', 'force', 'Real', 'Estate']","Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",2100000,Series E
NODWIN,2012,Gurugram,Gaming,"['NODWIN', 'Gaming', 'gaming', 'solutions', 'company']",Gautam Virk,Krafton,20000000,Undisclosed
Northern Arc,2008,Chennai,FinTech,"['Capital', 'Northern', 'Arc', 'known', 'IFMR']",Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",50000000,Debt
Northern Arc,2008,Chennai,FinTech,"['Capital', 'Northern', 'Arc', 'known', 'IFMR']",Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",10000000,Debt
Northern Arc,2008,Chennai,FinTech,"['Northern', 'Arc', 'Capital', 'Non', 'Banking']",Kshama Fernandes,"Kotak Mahindra Bank, FMO",5000000,Undisclosed
NOTO,2019,Mumbai,Consumer Goods,"['healthy', 'low', 'calorie', 'ice', 'cream']","Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000,Pre-Series A
Nova Benefits,2020,Bengaluru,Healthcare,"['Nova', 'Benefits', 'stop', 'tech', 'platform']","Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",10000000,Series A
Now&Me,2018,New Delhi,Healthcare,"['Now&Me', 'safe', 'cocoon', 'form', 'discussion']","Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",1000000,Undisclosed
NowPurchase,2017,Kolkata,B2B Marketplace,"['Production', 'driven', 'procurement', 'India', '140B$']",Naman Shah,"Orios, InfoEdge Ventures",2400000,Seed
NutriFresh,2019,Pune,Food & Beverages,"['Nutrifresh', 'agritech', 'startup', 'focusing', 'hydroponically']",Sanket Mehta,Florintree Advisors and Archer Investment,500000,Undisclosed
Nutrify Today,2020,Bengaluru,International Trade & Development,"[' ', 'Nutrify', 'Today', 'largest', 'Nutraceutical']",Amit Srivastava,Anand Swaroop,500000,Seed
NutriTap,2017,Gurugram,Food & Beverages,"['NutriTap', 'provides', 'healthy', 'food', 'options']",Rajesh Kumar,IK Capital and Venture Catalysts,12000000,Seed
Nykaa,2012,Mumbai,Beauty,"['Nykaa', 'online', 'marketplace', 'different', 'beauty']",Falguni nyer,Fidelity Management and Research Company and Alia Bhatt,148500000,Undisclosed
Nykaa,2012,Mumbai,Beauty,"['Nykaa', 'online', 'marketplace', 'different', 'beauty']",Falguni Iyer,Little Black Book,148500000,Undisclosed
O Be Cocktails,2019,Bengaluru,Wine & Spirits,"['Indias', 'Ready', 'Drink', 'Premium', 'Cocktails']",Nitesh Prakash,"First Cheque, Letsventure",400000,Undisclosed
O'2 Nails India,2017,Noida,Beauty,"['O’2', 'Nails', 'India', 'consumer', 'retail']","Aditya Singh, Aparna Singh, Vikram Singh",Nitin Gupta and Amit Singhal,66700000,Undisclosed
O4S,2017,Gurugram,Information Technology,"['O4S', 'SaaS', 'helps', 'Consumer', 'Brands']","Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",6000000,Series A
o9 Solutions,2009,Bengaluru,Computer Software,"['knowledge', 'powered', 'analytics', 'planning', 'learning']","Sanjiv Sidhu, Chakri Gottemukkala","General Atlantic, BeyondNetZero",295000000,Undisclosed
Oben Electric,2020,Bengaluru,Automotive,"['electric', 'Oben', 'EV', 'vehicle', 'company']","Madhumita Agarwal, Dinkar Agarwal","Krishna Bhupal, Shajikumar Devakar",1000000,Seed
Ockypocky,2015,Haryana,Gaming,"['OckyPocky', 'interactive', 'personalised', 'language', 'learning']",Amit Agrawal,Goodwater Capital and AngelList Quant Fund,400000,Seed
Oddr,2022,San Francisco,Artificial Intelligence,"['Oddr', 'goal', 'develop', 'AI', 'enabled']","Milan Bobde, Sumit Garg and Saurabh Mehra",Twin Ventures and Saama Capital,2000000,Seed
OfBusiness,2015,Gurugram,FinTech,"['financing', 'OfBusiness', 'platform', 'offers', 'smart']","Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners",110000000,Undisclosed
OfBusiness,2015,Gurugram,FinTech,"['smart', 'OfBusiness', 'new', 'age', 'commerce']","Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000,Undisclosed
O'hi,2021,Jaipur,Internet Publishing,"['Ohi', 'new', 'social', 'network', 'people']","Rupal Sharma, Adeeti Singh","DST's Managing Partner, Rahul Mehta, Angellist US",300000,Seed
OkCredit,2017,Faridabad,FinTech,"['OkCredit', 'simplifies', 'credit', 'account', 'management']","Aditya Prasad, Gaurav Kumar, Harsh Pokharna",Google for Startups and Lightspeed India Partners,842,undisclosed
Ola,2010,Bengaluru,Mobility,"['India', 'largest', 'Ola', 'mobility', 'platform']",Bhavish Aggarwal,Marquee international institutional investors,500000000,Undisclosed
Ola Electric,2017,Bengaluru,Automotive,"['Charging', 'ahead', 'accelerate', 'world', 'transition']",Bhavish Aggarwal,"Tekne Private Ventures, Alpine Opportunity Fund, Edelweiss",200000000,Undisclosed
Ola Electric,2017,Bengaluru,Automotive,"['Charging', 'ahead', 'accelerate', 'worlds', 'transition']",Bhavish Aggarwal,"Falcon Edge, Softbank",200000000,Undisclosed
Ola Electric,2017,Bengaluru,Automotive,"['mobility', 'Ola', 'Electric', 'future', '\u2028 ']",Bhavish Aggarwal,Bank of Baroda,100000000,Debt
